1, 1, heb, transcription, </supplied>1, texts/xml/jeru0194.xml
שבתי, שבתי, heb, transcription, שבתי</p>, texts/xml/akld0021.xml
שג, שג, heb, transcription, </gap></unclear></unclear></gap></unclear></gap>שג, texts/xml/jord0001.xml
שהוא, שהוא, heb, transcription, שהוא, texts/xml/jord0001.xml
שהלרבי, שהלרבי, heb, transcription, </lb>שהלרבי, texts/xml/dabb0006.xml
שהן, שהן, heb, transcription, שהן, texts/xml/huqo0001.xml
שוא, שוא, heb, transcription, שוא, texts/xml/jeru0236.xml
שוי, שוי, heb, transcription, </lb>שוי, texts/xml/beth0227.xml
שוי, שוי, heb, transcription, שוי, texts/xml/beth0227.xml
שור, שור, heb, transcription, </lb>שור, texts/xml/tibe0001.xml
שושן, שושן, heb, transcription, </lb>שושן, texts/xml/evro0014.xml
שים, שים, heb, transcription, </gap></unclear>שים, texts/xml/jord0001.xml
שירם, שירם, heb, transcription, שירם, texts/xml/jord0001.xml
של, של, heb, transcription, </lb>של, texts/xml/beth0227.xml
של, של, heb, transcription, </lb>של, texts/xml/beth0227.xml
של, של, heb, transcription, </lb>של, texts/xml/beth0228.xml
של, של, heb, transcription, של, texts/xml/beth0237.xml
של, של, heb, transcription, של, texts/xml/beth0237.xml
של, של, heb, transcription, </lb>של, texts/xml/beth0239.xml
של, של, heb, transcription, של, texts/xml/beth0244.xml
של, של, heb, transcription, של, texts/xml/beth0246.xml
של, של, heb, transcription, של, texts/xml/beth0246.xml
של, של, heb, transcription, של, texts/xml/beth0247.xml
של, של, heb, transcription, של, texts/xml/beth0247.xml
של, של, heb, transcription, </lb>של, texts/xml/beth0248.xml
של, של, heb, transcription, </lb>של, texts/xml/beth0255.xml
של, של, heb, transcription, </lb>של, texts/xml/beth0261.xml
של, של, heb, transcription, </lb>ש</unclear>ל, texts/xml/jaff0054.xml
של, של, heb, transcription, </lb>של, texts/xml/jeru0148.xml
של, של, heb, transcription, של, texts/xml/jeru0303.xml
של, של, heb, transcription, </gap></unclear></unclear></gap>של, texts/xml/jord0001.xml
שלהן, שלהן, heb, transcription, שלהן, texts/xml/jord0001.xml
שלום, שלום, heb, transcription, </lb>שלום</p></div>, texts/xml/abil0001.xml
שלום, שלום, heb, transcription, </lb>שלום</p></div>, texts/xml/beth0241.xml
שלום, שלום, heb, transcription, שלום, texts/xml/beth0246.xml
שלום, שלום, heb, transcription, שלום, texts/xml/beth0255.xml
שלום, שלום, heb, transcription, שלום, texts/xml/beth0268.xml
שלום, שלום, heb, transcription, שלום, texts/xml/beth0269.xml
שלום, שלום, heb, transcription, שלום, texts/xml/beth0270.xml
שלום, שלום, heb, transcription, שלום, texts/xml/beth0274.xml
שלום, שלום, heb, transcription, </lb>שלום</foreign>, texts/xml/jaff0040.xml
שלום, שלום, heb, transcription, </lb>שלום, texts/xml/jaff0054.xml
שלום, שלום, heb, transcription, </lb>של</supplied>ו</unclear>ם</p></div>, texts/xml/jaff0057.xml
שלום, שלום, heb, transcription, שלום</p></div>, texts/xml/jent0005.xml
שלום, שלום, heb, transcription, שלום, texts/xml/jeru0017.xml
שלום, שלום, heb, transcription, </lb>שלום, texts/xml/jeru0017.xml
שלום, שלום, heb, transcription, </lb>שלום, texts/xml/jeru0094.xml
שלום, שלום, heb, transcription, </lb>שלום, texts/xml/jeru0094.xml
שלום, שלום, heb, transcription, שלום, texts/xml/jeru0094.xml
שלום, שלום, heb, transcription, </lb>שלום, texts/xml/jeru0094.xml
שלום, שלום, heb, transcription, שלום, texts/xml/jeru0098.xml
שלום, שלום, heb, transcription, </lb>שלום, texts/xml/jeru0183.xml
שלום, שלום, heb, transcription, שלום, texts/xml/jord0001.xml
שלום, שלום, heb, transcription, </lb>שלום, texts/xml/mari0004.xml
שלוםל, שלוםל, heb, transcription, שלוםל</supplied>, texts/xml/beth0236.xml
שלוםלית, שלוםלית, heb, transcription, שלוםלית</supplied>, texts/xml/masa0404.xml
שלומ, שלומ, heb, transcription, </lb>שלומ, texts/xml/akld0024.xml
שלוש, שלוש, heb, transcription, שלוש, texts/xml/jord0001.xml
שלושה, שלושה, heb, transcription, שלושה, texts/xml/jord0001.xml
שלושה, שלושה, heb, transcription, </unclear></unclear></unclear></unclear></unclear>שלושה, texts/xml/jord0001.xml
שלושה, שלושה, heb, transcription, שלושה, texts/xml/jord0001.xml
שלושה, שלושה, heb, transcription, שלושה, texts/xml/jord0001.xml
שלושה, שלושה, heb, transcription, שלושה, texts/xml/jord0001.xml
שלושה, שלושה, heb, transcription, שלושה, texts/xml/jord0001.xml
שלושה, שלושה, heb, transcription, שלושה, texts/xml/jord0001.xml
שלושה, שלושה, heb, transcription, שלושה, texts/xml/jord0001.xml
שלחתי, שלחתי, heb, transcription, שלחתי, texts/xml/jord0001.xml
שלם, שלם, heb, transcription, שלם, texts/xml/jeru0236.xml
שלם, שלם, heb, transcription, שלם, texts/xml/jeru0236.xml
שלם, שלם, heb, transcription, </gap>שלם, texts/xml/jeru0236.xml
שלם, שלם, heb, transcription, שלם</p></div>, texts/xml/jeru0236.xml
שלמצין, שלמצין, heb, transcription, שלמצין, texts/xml/jeri0011.xml
שלמצין, שלמצין, heb, transcription, </lb>שלמצין, texts/xml/jeru0043.xml
שלמצין, שלמצין, heb, transcription, </lb>שלמצין, texts/xml/jeru0127.xml
שלמשן, שלמשן, heb, transcription, שלמשן, texts/xml/jeri0011.xml
שלקחתי, שלקחתי, heb, transcription, שלקחתי, texts/xml/jord0001.xml
שלרב, שלרב, heb, transcription, שלרב, texts/xml/jaff0052.xml
שלשת, שלשת, heb, transcription, </gap>שלשת, texts/xml/jord0001.xml
שמ, שמ, heb, transcription, שמ</p></div>, texts/xml/jent0004.xml
שמ, שמ, heb, transcription, </lb>שמ, texts/xml/jeru0190.xml
שמו, שמו, heb, transcription, </lb>ש</supplied>מו, texts/xml/unkn0103.xml
שמי, שמי, heb, transcription, שמי, texts/xml/jeru0231.xml
שמן, שמן, heb, transcription, שמן, texts/xml/jaff0052.xml
שמן, שמן, heb, transcription, שמן, texts/xml/jaff0057.xml
שמעון, שמעון, heb, transcription, </lb>שמעון, texts/xml/beth0224.xml
שמעון, שמעון, heb, transcription, </lb>שמעון, texts/xml/beth0230.xml
שמעון, שמעון, heb, transcription, שמעון</p></div>, texts/xml/erra0001.xml
שמעון, שמעון, heb, transcription, </lb>שמעון, texts/xml/jeru0007.xml
שמעון, שמעון, heb, transcription, שמעון, texts/xml/jeru0010.xml
שמעון, שמעון, heb, transcription, </lb>שמעון, texts/xml/jeru0018.xml
שמעון, שמעון, heb, transcription, שמעון, texts/xml/jeru0162.xml
שמעון, שמעון, heb, transcription, שמעון, texts/xml/jeru0303.xml
שמעון, שמעון, heb, transcription, שמעון, texts/xml/juda0001.xml
שמעון, שמעון, heb, transcription, </lb>שמעון</supplied>, texts/xml/masa0039.xml
שמעון, שמעון, heb, transcription, שמעון, texts/xml/masa0360.xml
שמעון, שמעון, heb, transcription, שמעון, texts/xml/masa0416.xml
שמעון, שמעון, heb, transcription, ש</supplied>מעון, texts/xml/masa0463.xml
שמעון, שמעון, heb, transcription, שמעון, texts/xml/masa0465.xml
שמעון, שמעון, heb, transcription, שמעון</p></div>, texts/xml/masa0466.xml
שמעון, שמעון, heb, transcription, שמעון</supplied>, texts/xml/masa0478.xml
שמעון, שמעון, heb, transcription, שמעון</p></div>, texts/xml/masa0479.xml
שמעון, שמעון, heb, transcription, </lb>שמעון</supplied>, texts/xml/masa0514.xml
שמעון, שמעון, heb, transcription, שמעון, texts/xml/shap0002.xml
שמעון, שמעון, heb, transcription, שמעון</p></div>, texts/xml/shap0002.xml
שמעון, שמעון, heb, transcription, שמעון, texts/xml/shap0003.xml
שמעון, שמעון, heb, transcription, שמעון</p></div>, texts/xml/shap0003.xml
שמעוןר, שמעוןר, heb, transcription, שמעוןר</supplied>, texts/xml/masa0464.xml
שמעין, שמעין, heb, transcription, שמעין</p></div>, texts/xml/masa0462.xml
שמען, שמען, heb, transcription, שמען, texts/xml/masa0039.xml
שמען, שמען, heb, transcription, שמען, texts/xml/masa0514.xml
שמר, שמר, heb, transcription, </gap>שמר, texts/xml/jord0001.xml
שמתה, שמתה, heb, transcription, שמתה, texts/xml/beth0237.xml
שמתה, שמתה, heb, transcription, </lb>שמתה, texts/xml/beth0237.xml
שנה, שנה, heb, transcription, </lb>שנה, texts/xml/beth0237.xml
שנה, שנה, heb, transcription, שנה, texts/xml/beth0248.xml
שנים, שנים, heb, transcription, </lb>שנים, texts/xml/beth0237.xml
שנים, שנים, heb, transcription, ש</unclear>נים</gap></p></div>, texts/xml/masa0587.xml
שנין, שנין, heb, transcription, שנין, texts/xml/jord0001.xml
שסמן, שסמן, heb, transcription, </unclear></unclear></unclear></unclear></unclear></gap>שסמן, texts/xml/jord0001.xml
שער, שער, heb, transcription, שער, texts/xml/jord0001.xml
שפירה, שפירה, heb, transcription, </lb>שפירה, texts/xml/unkn0101.xml
שפירה, שפירה, heb, transcription, שפירה, texts/xml/unkn0101.xml
שצעון, שצעון, heb, transcription, שצעון</supplied>, texts/xml/masa0467.xml
שק, שק, heb, transcription, </unclear>שק, texts/xml/jord0001.xml
שר, שר, heb, transcription, שר, texts/xml/jord0001.xml
שראה, שראה, heb, transcription, </unclear>שראה, texts/xml/jord0001.xml
שראיתי, שראיתי, heb, transcription, שראיתי, texts/xml/jord0001.xml
ששה, ששה, heb, transcription, ששה, texts/xml/jord0001.xml
שת, שת, heb, transcription, </lb></unclear></unclear></unclear></unclear></unclear></unclear>שת</unclear>, texts/xml/beth0267.xml
שתי, שתי, heb, transcription, שתי, texts/xml/beth0243.xml
שתים, שתים, heb, transcription, שתים, texts/xml/qumr0001.xml
שתין, שתין, heb, transcription, שתין, texts/xml/jord0001.xml
ת, ת, heb, transcription, </lb>ת, texts/xml/beth0254.xml
ת, ת, heb, transcription, ת</supplied>, texts/xml/jeru0183.xml
ת, ת, heb, transcription, ת</supplied>, texts/xml/jord0001.xml
ת, ת, heb, transcription, ת, texts/xml/jord0001.xml
ת, ת, heb, transcription, </choice>ת, texts/xml/masa0401.xml
ת, ת, heb, transcription, ת</p></div>, texts/xml/masa0442.xml
ת, ת, heb, transcription, </gap>ת, texts/xml/masa0449.xml
ת, ת, heb, transcription, </lb></gap>ת, texts/xml/qumr0002.xml
תאבא, תאבא, heb, transcription, </lb>תאבא</p></div>, texts/xml/masa0038.xml
תאבא, תאבא, heb, transcription, תאבא</p></div>, texts/xml/masa0513.xml
תאומ, תאומ, heb, transcription, </lb>תאומ, texts/xml/tibe0001.xml
תדי, תדי, heb, transcription, תדי, texts/xml/sepp0004.xml
תדע, תדע, heb, transcription, תדע, texts/xml/jord0001.xml
תהי, תהי, heb, transcription, </lb>תהי, texts/xml/dabb0004.xml
תהי, תהי, heb, transcription, </lb>תהי, texts/xml/tibe0003.xml
תורה, תורה, heb, transcription, תורה, texts/xml/jord0001.xml
תחמגזר, תחמגזר, heb, transcription, </foreign>תחמגזר</p></div>, texts/xml/geze0001.xml
תחמגזר, תחמגזר, heb, transcription, תחמגזר</p></div>, texts/xml/geze0002.xml
תחמגזר, תחמגזר, heb, transcription, תחמגזר</p></div>, texts/xml/geze0003.xml
תחמגזר, תחמגזר, heb, transcription, תחמגזר</p></div>, texts/xml/geze0004.xml
תחמגזר, תחמגזר, heb, transcription, תחמגזר</p></div>, texts/xml/geze0005.xml
תחמגזר, תחמגזר, heb, transcription, תחמגזר</p></div>, texts/xml/geze0006.xml
תחמגזר, תחמגזר, heb, transcription, תחמגזר</p></div>, texts/xml/geze0007.xml
תחמגזר, תחמגזר, heb, transcription, ת]חמ[גזר</p></div>, texts/xml/geze0008.xml
תים, תים, heb, transcription, </unclear></unclear></unclear></unclear></unclear></unclear></unclear></unclear>תים, texts/xml/jord0001.xml
תמוש, תמוש, heb, transcription, תמוש, texts/xml/ahma0001.xml
תן, תן, heb, transcription, </unclear></unclear>תן, texts/xml/jord0001.xml
תנחו, תנחו, heb, transcription, </lb>תנחו</supplied>, texts/xml/sepp0002.xml
תנחום, תנחום, heb, transcription, </lb>תנחום, texts/xml/sepp0005.xml
תעמדו, תעמדו, heb, transcription, תעמדו, texts/xml/jord0001.xml
תפלה, תפלה, heb, transcription, תפלה, texts/xml/anna0002.xml
תפלה, תפלה, heb, transcription, </lb>תפלה</p></div>, texts/xml/anna0002.xml
תפלוס, תפלוס, heb, transcription, תפלוס, texts/xml/jeru0234.xml
תפלוס, תפלוס, heb, transcription, ת</unclear>פלוס, texts/xml/jeru0305.xml
תץ, תץ, heb, transcription, </unclear></unclear></unclear></unclear>תץ, texts/xml/jord0001.xml
תצילם, תצילם, heb, transcription, תצילם, texts/xml/jord0001.xml
תקופת, תקופת, heb, transcription, תקופת, texts/xml/tibe0002.xml
תקופת, תקופת, heb, transcription, תקופת, texts/xml/tibe0007.xml
תקופת, תקופת, heb, transcription, תקופת, texts/xml/tibe0008.xml
תקופת, תקופת, heb, transcription, תקופת, texts/xml/tibe0009.xml
תרעה, תרעה, heb, transcription, תרעה, texts/xml/abil0001.xml
תשע, תשע, heb, transcription, תשע, texts/xml/beth0237.xml
ἀδαλφοὺ, ἀδαλφοὺ, heb, transcription, </lb>ἀδαλφοὺ, texts/xml/jeru0172.xml
ἀντισκινήσ, ἀντισκινήσ, heb, transcription, ἀντισκινήσ</abbr>, texts/xml/jeru0171.xml
ἀντισχινήσας, ἀντισχινήσας, heb, transcription, ἀντισχινήσας</ex></choice>, texts/xml/jeru0171.xml
Ἀλεξάν, Ἀλεξάν, heb, transcription, </lb>Ἀλεξάν, texts/xml/jeru0088.xml
Ἀλεξάνδ, Ἀλεξάνδ, heb, transcription, </lb>Ἀλεξάνδ, texts/xml/jeru0088.xml
Ἐλεάζαρος, Ἐλεάζαρος, heb, transcription, </lb>Ἐλεάζαρος, texts/xml/jeri0016.xml
Ἑλκίας, Ἑλκίας, heb, transcription, </lb>Ἑλκίας?</supplied>, texts/xml/mari0005.xml
Ἔζρας, Ἔζρας, heb, transcription, </lb>Ἔζρας</foreign></p></div>, texts/xml/jeru0056.xml
Ἡλι, Ἡλι, heb, transcription, Ἡλι, texts/xml/mari0005.xml
Ἰαιερε, Ἰαιερε, heb, transcription, Ἰαιερε, texts/xml/jeru0172.xml
Ἰωναθα, Ἰωναθα, heb, transcription, Ἰωνα</lb></space>θα</foreign></p></div>, texts/xml/jaff0052.xml
ὑ, ὑ, heb, transcription, ὑ, texts/xml/jeru0171.xml
ὑοὺ, ὑοὺ, heb, transcription, ὑοὺ, texts/xml/jeru0172.xml
Ὑπὲρ, Ὑπὲρ, heb, transcription, </lb>Ὑπὲρ, texts/xml/mari0005.xml
ὲυμύρου, ὲυμύρου, heb, transcription, </lb>ὲυμύρου</p></div>, texts/xml/jaff0040.xml
Ῥαβὶ, Ῥαβὶ, heb, transcription, Ῥαβὶ</foreign>, texts/xml/jaff0052.xml
