Ὀλυμπιόδωρος | Ὀλυμπιόδωρος | grc | transcription | docs/texts/xml/caes0001.xml|<p>Ὀλυμπιόδωρος
his | his | la-transl | translation | docs/texts/xml/caes0006.xml|<p>his
spirit | spirit | la-transl | translation | docs/texts/xml/caes0006.xml|<p>spirit
and | and | la-transl | translation | docs/texts/xml/caes0006.xml|<p>and
majesty | majesty | la-transl | translation | docs/texts/xml/caes0006.xml|<p>majesty.
Caio | caio | la | transcription | docs/texts/xml/caes0007.xml|<p><expan>Caio
FurioTimesitheo | FurioTimesitheo | la | transcription | docs/texts/xml/caes0007.xml|<p>FurioTimesitheo
procuratori | procurator | la | transcription | docs/texts/xml/caes0007.xml|<p>procuratori
Augusti | augustus | la | transcription | docs/texts/xml/caes0007.xml|<p>Augusti
Aurelius | Aurelius | la | transcription | docs/texts/xml/caes0007.xml|<p><expan>Aurelius
Iustinus | Iustinus | la | transcription | docs/texts/xml/caes0007.xml|<p>Iustinus
centurio | centurio | la | transcription | docs/texts/xml/caes0007.xml|<p><choice><abbr>centurio
strator | strator | la | transcription | docs/texts/xml/caes0007.xml|<p><choice><lb><expan>strator
eius | is | la | transcription | docs/texts/xml/caes0007.xml|<p>eius.
To | To | la-transl | translation | docs/texts/xml/caes0007.xml|<p>To
Gaius | Gaius | la-transl | translation | docs/texts/xml/caes0007.xml|<p><name><persName lang="la " ref="persons.xml#caes0007p01" nymRef="names.xml#caes0007n01">Gaius
Furius | Furius | la-transl | translation | docs/texts/xml/caes0007.xml|<p><name><persName lang="la " ref="persons.xml#caes0007p02" nymRef="names.xml#caes0007n02">Furius
Timesitheus | Timesitheus | la-transl | translation | docs/texts/xml/caes0007.xml|<p><name><persName lang="la " ref="persons.xml#caes0007p03" nymRef="names.xml#caes0007n03">Timesitheus
procurator | procurator | la-transl | translation | docs/texts/xml/caes0007.xml|<p><name><rs type="admTitle">procurator
of | of | la-transl | translation | docs/texts/xml/caes0007.xml|<p>of
Augustus | Augustus | la-transl | translation | docs/texts/xml/caes0007.xml|<p>Augustus.
Aurelius | Aurelius | la-transl | translation | docs/texts/xml/caes0007.xml|<p><name><persName lang="la " ref="persons.xml#caes0007p04" nymRef="names.xml#caes0007n04">Aurelius
Justinus | Justinus | la-transl | translation | docs/texts/xml/caes0007.xml|<p><name><persName lang="la " ref="persons.xml#caes0007p05" nymRef="names.xml#caes0007n05">Justinus
centurion | centurion | la-transl | translation | docs/texts/xml/caes0007.xml|<p><name><rs type="admTitle">centurion
and | and | la-transl | translation | docs/texts/xml/caes0007.xml|<p>and
his | his | la-transl | translation | docs/texts/xml/caes0007.xml|<p>his
strator | strator | la-transl | translation | docs/texts/xml/caes0007.xml|<p>strator.
A | ab | la | transcription | docs/texts/xml/caes0008.xml|<p>A
clarissimo | clarus | la | transcription | docs/texts/xml/caes0008.xml|<p><unclear><del><gap reason="illegible" atLeast="14" atMost="16" unit="character"><supplied reason="undefined">clarissimo
viro | vir | la | transcription | docs/texts/xml/caes0008.xml|<p><del><supplied reason="undefined">viro
legato | lego | la | transcription | docs/texts/xml/caes0008.xml|<p><del><supplied reason="undefined"><lb>legato
Augusti | augustus | la | transcription | docs/texts/xml/caes0008.xml|<p>Augusti
pro | pro | la | transcription | docs/texts/xml/caes0008.xml|<p><del><supplied reason="lost">pro
praetore | praetor | la | transcription | docs/texts/xml/caes0008.xml|<p><del><supplied reason="lost">praetore
provinciae | provincia | la | transcription | docs/texts/xml/caes0008.xml|<p><del><supplied reason="lost">provinciae
Syriae | Syriae | la | transcription | docs/texts/xml/caes0008.xml|<p><del>Syriae
Palaestinae | Palaestinae | la | transcription | docs/texts/xml/caes0008.xml|<p><del><lb>Palaestinae
ACER | acer | la | transcription | docs/texts/xml/caes0008.xml|<p><del><gap reason="illegible" atLeast="10" atMost="12" unit="character">ACER
II | eo | la | transcription | docs/texts/xml/caes0008.xml|<p><del><gap reason="illegible" atLeast="4" atMost="6" unit="character">II
patrono | patronus | la | transcription | docs/texts/xml/caes0008.xml|<p>patrono
ex | ex | la | transcription | docs/texts/xml/caes0008.xml|<p><del><gap reason="illegible" atLeast="8" atMost="10" unit="character">ex
decreto | decerno | la | transcription | docs/texts/xml/caes0008.xml|<p><del>decreto
decurionum | decurio | la | transcription | docs/texts/xml/caes0008.xml|<p><del>decurionum
pecunia | pecunia | la | transcription | docs/texts/xml/caes0008.xml|<p><del>pecunia
publica | publico | la | transcription | docs/texts/xml/caes0008.xml|<p><del>publica
duovir | duovir | la | transcription | docs/texts/xml/caes0008.xml|<p><lb>duovir
E | ex | la | transcription | docs/texts/xml/caes0008.xml|<p><del><gap reason="illegible" atLeast="7" atMost="9" unit="character"><unclear>E
IS | eo | la | transcription | docs/texts/xml/caes0008.xml|<p><del>IS
RI | rus | la | transcription | docs/texts/xml/caes0008.xml|<p><del><unclear><unclear><unclear>RI
et | et | la | transcription | docs/texts/xml/caes0008.xml|<p><del>et
OPO | opos | la | transcription | docs/texts/xml/caes0008.xml|<p><del><lb><del><gap reason="illegible" atLeast="10" atMost="12" unit="character">OPO
I | eo | la | transcription | docs/texts/xml/caes0008.xml|<p><del>I
Felicissimo | felix | la | transcription | docs/texts/xml/caes0009.xml|<p>Felicissimo
ac | atque | la | transcription | docs/texts/xml/caes0009.xml|<p>ac
providentissimo | providentissimo | la | transcription | docs/texts/xml/caes0009.xml|<p>providentissimo
victoriosissimόque | victoriosissimόque | la | transcription | docs/texts/xml/caes0009.xml|<p><lb>victoriosissimόque
principi | princeps | la | transcription | docs/texts/xml/caes0009.xml|<p>principi
domino | dominus | la | transcription | docs/texts/xml/caes0009.xml|<p><lb>domino
nostro | noster | la | transcription | docs/texts/xml/caes0009.xml|<p>nostro
Marco | marcus | la | transcription | docs/texts/xml/caes0009.xml|<p>Marco
Aurelio | Aurelio | la | transcription | docs/texts/xml/caes0009.xml|<p>Aurelio
Valeriano | Valeriano | la | transcription | docs/texts/xml/caes0009.xml|<p>Valeriano
Maximiano | Maximiano | la | transcription | docs/texts/xml/caes0009.xml|<p><lb>Maximiano
pio | pius | la | transcription | docs/texts/xml/caes0009.xml|<p>pio
felici | felix | la | transcription | docs/texts/xml/caes0009.xml|<p><expan>felici
invicto | invictus | la | transcription | docs/texts/xml/caes0009.xml|<p>invicto
Augusto | augustus | la | transcription | docs/texts/xml/caes0009.xml|<p>Augusto
Arbaeus | Arbaeus | la | transcription | docs/texts/xml/caes0009.xml|<p>Arbaeus
Africanus | Africanus | la | transcription | docs/texts/xml/caes0009.xml|<p>Africanus
vir | vir | la | transcription | docs/texts/xml/caes0009.xml|<p>vir
perfectissimus | perficio | la | transcription | docs/texts/xml/caes0009.xml|<p>perfectissimus
praeses | praeses | la | transcription | docs/texts/xml/caes0009.xml|<p><lb>praeses
provinciae | provincia | la | transcription | docs/texts/xml/caes0009.xml|<p>provinciae
Palaestinae | Palaestinae | la | transcription | docs/texts/xml/caes0009.xml|<p><expan>Palaestinae
tranquil | tranquil | la | transcription | docs/texts/xml/caes0009.xml|<p>tranquil
litati | litati | la | transcription | docs/texts/xml/caes0009.xml|<p>litati
eius | is | la | transcription | docs/texts/xml/caes0009.xml|<p>eius
dicatissimus | dicatissimus | la | transcription | docs/texts/xml/caes0009.xml|<p>dicatissimus.
To | To | la-transl | translation | docs/texts/xml/caes0009.xml|<p>To
the | the | la-transl | translation | docs/texts/xml/caes0009.xml|<p>the
most | most | la-transl | translation | docs/texts/xml/caes0009.xml|<p>most
fortunate | fortunate | la-transl | translation | docs/texts/xml/caes0009.xml|<p>fortunate
prudent | prudent | la-transl | translation | docs/texts/xml/caes0009.xml|<p>prudent
and | and | la-transl | translation | docs/texts/xml/caes0009.xml|<p>and
victorious | victorious | la-transl | translation | docs/texts/xml/caes0009.xml|<p>victorious
prince | prince | la-transl | translation | docs/texts/xml/caes0009.xml|<p>prince
our | our | la-transl | translation | docs/texts/xml/caes0009.xml|<p>our
Lord | Lord | la-transl | translation | docs/texts/xml/caes0009.xml|<p><rs type="title">Lord
Marcus | Marcus | la-transl | translation | docs/texts/xml/caes0009.xml|<p><name><persName lang="la " ref="persons.xml#caes0009p01" nymRef="names.xml#caes0009n01">Marcus
Aurelius | Aurelius | la-transl | translation | docs/texts/xml/caes0009.xml|<p><name><persName lang="la " ref="persons.xml#caes0009p02" nymRef="names.xml#caes0009n02">Aurelius
Valerius | Valerius | la-transl | translation | docs/texts/xml/caes0009.xml|<p><name><persName lang="la " ref="persons.xml#caes0009p03" nymRef="names.xml#caes0009n03">Valerius
Maximianus | Maximianus | la-transl | translation | docs/texts/xml/caes0009.xml|<p><name><rs type="epithet" lang="la ">Maximianus
Pius | Pius | la-transl | translation | docs/texts/xml/caes0009.xml|<p><rs type="epithet" lang="la ">Pius
Felix | Felix | la-transl | translation | docs/texts/xml/caes0009.xml|<p><rs type="epithet" lang="la ">Felix
Invictus | Invictus | la-transl | translation | docs/texts/xml/caes0009.xml|<p><rs type="epithet" lang="la ">Invictus
Augustus | Augustus | la-transl | translation | docs/texts/xml/caes0009.xml|<p><rs type="epithet" lang="la ">Augustus
Arbaeus | Arbaeus | la-transl | translation | docs/texts/xml/caes0009.xml|<p><name><persName lang="la " ref="persons.xml#caes0009p04" nymRef="names.xml#caes0009n04">Arbaeus
Africanus | Africanus | la-transl | translation | docs/texts/xml/caes0009.xml|<p><name><persName lang="la " ref="persons.xml#caes0009p05" nymRef="names.xml#caes0009n05">Africanus
of | of | la-transl | translation | docs/texts/xml/caes0009.xml|<p><name>of
perfectissimate | perfectissimate | la-transl | translation | docs/texts/xml/caes0009.xml|<p><rs type="admTitle">perfectissimate
rank | rank | la-transl | translation | docs/texts/xml/caes0009.xml|<p>rank
governor | governor | la-transl | translation | docs/texts/xml/caes0009.xml|<p><rs type="admTitle">governor
of | of | la-transl | translation | docs/texts/xml/caes0009.xml|<p>of
the | the | la-transl | translation | docs/texts/xml/caes0009.xml|<p>the
province | province | la-transl | translation | docs/texts/xml/caes0009.xml|<p>province
Palaestina | Palaestina | la-transl | translation | docs/texts/xml/caes0009.xml|<p><placeName>Palaestina
most | most | la-transl | translation | docs/texts/xml/caes0009.xml|<p>most
devoted | devoted | la-transl | translation | docs/texts/xml/caes0009.xml|<p>devoted
to | to | la-transl | translation | docs/texts/xml/caes0009.xml|<p>to
His | His | la-transl | translation | docs/texts/xml/caes0009.xml|<p><rs type="epithet">His
Serenity | Serenity | la-transl | translation | docs/texts/xml/caes0009.xml|<p>Serenity.
Valerio | Valerio | la | transcription | docs/texts/xml/caes0010.xml|<p><expan>Valerio
Calpurniano | Calpurniano | la | transcription | docs/texts/xml/caes0010.xml|<p>Calpurniano
viro | vir | la | transcription | docs/texts/xml/caes0010.xml|<p>viro
perfectissimo | perficio | la | transcription | docs/texts/xml/caes0010.xml|<p><supplied reason="undefined">perfectissimo
praefecto | praeficio | la | transcription | docs/texts/xml/caes0010.xml|<p><supplied reason="undefined"><lb>praefecto
Mesopotamiae | Mesopotamiae | la | transcription | docs/texts/xml/caes0010.xml|<p>Mesopotamiae
et | et | la | transcription | docs/texts/xml/caes0010.xml|<p>et
Osrhoenae | Osrhoenae | la | transcription | docs/texts/xml/caes0010.xml|<p>Osrhoenae
patrono | patronus | la | transcription | docs/texts/xml/caes0010.xml|<p>patrono
metr | metr | la | transcription | docs/texts/xml/caes0010.xml|<p><choice><abbr>metr
metropolis | metropolis | la | transcription | docs/texts/xml/caes0010.xml|<p><choice><abbr>metropolis
ex | ex | la | transcription | docs/texts/xml/caes0010.xml|<p><choice><lb>ex
decreto | decerno | la | transcription | docs/texts/xml/caes0010.xml|<p>decreto
decurionum | decurio | la | transcription | docs/texts/xml/caes0010.xml|<p>decurionum
pecunia | pecunia | la | transcription | docs/texts/xml/caes0010.xml|<p>pecunia
publica | publico | la | transcription | docs/texts/xml/caes0010.xml|<p>publica
Aurelio | Aurelio | la | transcription | docs/texts/xml/caes0010.xml|<p>Aurelio
Flavio | Flavio | la | transcription | docs/texts/xml/caes0010.xml|<p><expan>Flavio
Theophilo | Theophilo | la | transcription | docs/texts/xml/caes0010.xml|<p>Theophilo
equite | equio | la | transcription | docs/texts/xml/caes0010.xml|<p>equite
Romano | Romano | la | transcription | docs/texts/xml/caes0010.xml|<p><expan>Romano
et | et | la | transcription | docs/texts/xml/caes0010.xml|<p>et
decurione | decurio | la | transcription | docs/texts/xml/caes0010.xml|<p>decurione
metropolis | metropolis | la | transcription | docs/texts/xml/caes0010.xml|<p>metropolis.
To | To | la-transl | translation | docs/texts/xml/caes0010.xml|<p>To
Valerius | Valerius | la-transl | translation | docs/texts/xml/caes0010.xml|<p><name><persName lang="la " ref="persons.xml#caes0010p01" nymRef="names.xml#caes0010n01">Valerius
Calpurnianus | Calpurnianus | la-transl | translation | docs/texts/xml/caes0010.xml|<p><name><persName lang="la " ref="persons.xml#caes0010p02" nymRef="names.xml#caes0010n02">Calpurnianus
of | of | la-transl | translation | docs/texts/xml/caes0010.xml|<p><name>of
perfectissimate | perfectissimate | la-transl | translation | docs/texts/xml/caes0010.xml|<p><rs type="admTitle">perfectissimate
rank | rank | la-transl | translation | docs/texts/xml/caes0010.xml|<p>rank
prefect | prefect | la-transl | translation | docs/texts/xml/caes0010.xml|<p><rs type="admTitle">prefect
of | of | la-transl | translation | docs/texts/xml/caes0010.xml|<p>of
Mesopotamia | Mesopotamia | la-transl | translation | docs/texts/xml/caes0010.xml|<p><placeName>Mesopotamia
and | and | la-transl | translation | docs/texts/xml/caes0010.xml|<p>and
Osrhoene | Osrhoene | la-transl | translation | docs/texts/xml/caes0010.xml|<p><placeName>Osrhoene
patron | patron | la-transl | translation | docs/texts/xml/caes0010.xml|<p><rs type="status">patron
of | of | la-transl | translation | docs/texts/xml/caes0010.xml|<p>of
the | the | la-transl | translation | docs/texts/xml/caes0010.xml|<p>the
metropolis | metropolis | la-transl | translation | docs/texts/xml/caes0010.xml|<p>metropolis.
By | By | la-transl | translation | docs/texts/xml/caes0010.xml|<p>By
decree | decree | la-transl | translation | docs/texts/xml/caes0010.xml|<p>decree
of | of | la-transl | translation | docs/texts/xml/caes0010.xml|<p>of
the | the | la-transl | translation | docs/texts/xml/caes0010.xml|<p>the
decurions | decurions | la-transl | translation | docs/texts/xml/caes0010.xml|<p>decurions
at | at | la-transl | translation | docs/texts/xml/caes0010.xml|<p>at
public | public | la-transl | translation | docs/texts/xml/caes0010.xml|<p>public
expense | expense | la-transl | translation | docs/texts/xml/caes0010.xml|<p>expense.
Aurelius | Aurelius | la-transl | translation | docs/texts/xml/caes0010.xml|<p><name><persName lang="la " ref="persons.xml#caes0010p03" nymRef="names.xml#caes0010n03">Aurelius
Flavius | Flavius | la-transl | translation | docs/texts/xml/caes0010.xml|<p><name><persName lang="la " ref="persons.xml#caes0010p04" nymRef="names.xml#caes0010n04">Flavius
Theophilus | Theophilus | la-transl | translation | docs/texts/xml/caes0010.xml|<p><name><persName lang="la " ref="persons.xml#caes0010p05" nymRef="names.xml#caes0010n05">Theophilus
Roman | Roman | la-transl | translation | docs/texts/xml/caes0010.xml|<p><name>Roman
knight | knight | la-transl | translation | docs/texts/xml/caes0010.xml|<p><rs type="admTitle">knight
and | and | la-transl | translation | docs/texts/xml/caes0010.xml|<p>and
decurion | decurion | la-transl | translation | docs/texts/xml/caes0010.xml|<p><rs type="admTitle">decurion
of | of | la-transl | translation | docs/texts/xml/caes0010.xml|<p>of
the | the | la-transl | translation | docs/texts/xml/caes0010.xml|<p>the
metropolis | metropolis | la-transl | translation | docs/texts/xml/caes0010.xml|<p>metropolis
