Ὀλυμπιόδωρος | Ὀλυμπιόδωρος | grc | transcription | docs/texts/xml/caes0001.xml|<p>Ὀλυμπιόδωρος
procurator | procurator | la | transcription | docs/texts/xml/caes0006.xml|<p><expan><ex>proc</abbr>urator</ex></expan>
devotus | de_-voveo | la | transcription | docs/texts/xml/caes0006.xml|<p><expan><ex>d</abbr>evotus</ex></expan>
numini | numen | la | transcription | docs/texts/xml/caes0006.xml|<p><expan><ex>n</abbr>umini</ex></expan>
maiestatique | majestas | la | transcription | docs/texts/xml/caes0006.xml|<p><expan><ex>m</abbr>aiestati</ex>q</abbr>ue</ex></expan>
eius | is | la | transcription | docs/texts/xml/caes0006.xml|<p><expan><ex>e</abbr>ius</ex></expan>.
To | To | la-transl | translation | docs/texts/xml/caes0006.xml|<p>To
Emperor | Emperor | la-transl | translation | docs/texts/xml/caes0006.xml|<p><rs type="admTitle">Emperor
Caesar | Caesar | la-transl | translation | docs/texts/xml/caes0006.xml|<p><rs type="admTitle">Caesar
Gaius | Gaius | la-transl | translation | docs/texts/xml/caes0006.xml|<p><name><persName lang="la " ref="persons.xml#caes0006p01" nymRef="names.xml#caes0006n01">Gaius
Valerius | Valerius | la-transl | translation | docs/texts/xml/caes0006.xml|<p><name><persName lang="la " ref="persons.xml#caes0006p02" nymRef="names.xml#caes0006n02">Valerius
Diocletian | Diocletian | la-transl | translation | docs/texts/xml/caes0006.xml|<p><name><persName lang="la " ref="persons.xml#caes0006p03" nymRef="names.xml#caes0006n03">Diocletian
faithful | faithful | la-transl | translation | docs/texts/xml/caes0006.xml|<p><name>faithful
and | and | la-transl | translation | docs/texts/xml/caes0006.xml|<p>and
happy | happy | la-transl | translation | docs/texts/xml/caes0006.xml|<p>happy
Augustus | Augustus | la-transl | translation | docs/texts/xml/caes0006.xml|<p>Augustus.
Clemens | Clemens | la-transl | translation | docs/texts/xml/caes0006.xml|<p><persName lang="la " ref="persons.xml#caes0006p05" nymRef="names.xml#caes0006n05">Clemens
of | of | la-transl | translation | docs/texts/xml/caes0006.xml|<p>of
perfectissimate | perfectissimate | la-transl | translation | docs/texts/xml/caes0006.xml|<p><rs type="admTitle">perfectissimate
rank | rank | la-transl | translation | docs/texts/xml/caes0006.xml|<p>rank
procurator | procurator | la-transl | translation | docs/texts/xml/caes0006.xml|<p><rs type="admTitle">procurator
devoted | devoted | la-transl | translation | docs/texts/xml/caes0006.xml|<p>devoted
to | to | la-transl | translation | docs/texts/xml/caes0006.xml|<p>to
his | his | la-transl | translation | docs/texts/xml/caes0006.xml|<p>his
spirit | spirit | la-transl | translation | docs/texts/xml/caes0006.xml|<p>spirit
and | and | la-transl | translation | docs/texts/xml/caes0006.xml|<p>and
majesty | majesty | la-transl | translation | docs/texts/xml/caes0006.xml|<p>majesty.
Caio | caio | la | transcription | docs/texts/xml/caes0007.xml|<p><expan><ex>C</abbr>aio</ex></expan>
Furio | furio | la | transcription | docs/texts/xml/caes0007.xml|<p>Furio
Timesitheo | Timesitheo | la | transcription | docs/texts/xml/caes0007.xml|<p><hi rend="ligature">Timesithe</hi>o
procuratori | procurator | la | transcription | docs/texts/xml/caes0007.xml|<p><expan><ex>proc</abbr>uratori</ex></expan>
Augusti | augustus | la | transcription | docs/texts/xml/caes0007.xml|<p><expan><ex>Aug</abbr>usti</ex></expan>,
Aurelius | Aurelius | la | transcription | docs/texts/xml/caes0007.xml|<p><expan><ex>Aur</abbr>elius</ex></expan>
Iustinus | Iustinus | la | transcription | docs/texts/xml/caes0007.xml|<p>Iustinus
centurio | centurio | la | transcription | docs/texts/xml/caes0007.xml|<p><choice><expan>centurio</expan>
strator | strator | la | transcription | docs/texts/xml/caes0007.xml|<p><expan><ex>strat</abbr>or</ex></expan>
eius | is | la | transcription | docs/texts/xml/caes0007.xml|<p>eius.
To | To | la-transl | translation | docs/texts/xml/caes0007.xml|<p>To
Gaius | Gaius | la-transl | translation | docs/texts/xml/caes0007.xml|<p><name><persName lang="la " ref="persons.xml#caes0007p01" nymRef="names.xml#caes0007n01">Gaius
Furius | Furius | la-transl | translation | docs/texts/xml/caes0007.xml|<p><name><persName lang="la " ref="persons.xml#caes0007p02" nymRef="names.xml#caes0007n02">Furius
Timesitheus | Timesitheus | la-transl | translation | docs/texts/xml/caes0007.xml|<p><name><persName lang="la " ref="persons.xml#caes0007p03" nymRef="names.xml#caes0007n03">Timesitheus
procurator | procurator | la-transl | translation | docs/texts/xml/caes0007.xml|<p><name><rs type="admTitle">procurator
of | of | la-transl | translation | docs/texts/xml/caes0007.xml|<p>of
Augustus | Augustus | la-transl | translation | docs/texts/xml/caes0007.xml|<p>Augustus.
Aurelius | Aurelius | la-transl | translation | docs/texts/xml/caes0007.xml|<p><name><persName lang="la " ref="persons.xml#caes0007p04" nymRef="names.xml#caes0007n04">Aurelius
Justinus | Justinus | la-transl | translation | docs/texts/xml/caes0007.xml|<p><name><persName lang="la " ref="persons.xml#caes0007p05" nymRef="names.xml#caes0007n05">Justinus
centurion | centurion | la-transl | translation | docs/texts/xml/caes0007.xml|<p><name><rs type="admTitle">centurion
and | and | la-transl | translation | docs/texts/xml/caes0007.xml|<p>and
his | his | la-transl | translation | docs/texts/xml/caes0007.xml|<p>his
strator | strator | la-transl | translation | docs/texts/xml/caes0007.xml|<p>strator.
A | ab | la | transcription | docs/texts/xml/caes0008.xml|<p>A</unclear>
clarissimo | clarus | la | transcription | docs/texts/xml/caes0008.xml|<p><del><supplied reason="undefined"><expan><ex>c</abbr>larissimo</ex></expan>
viro | vir | la | transcription | docs/texts/xml/caes0008.xml|<p><del><supplied reason="undefined"><expan><ex>v</abbr>iro</ex></expan>
legato | lego | la | transcription | docs/texts/xml/caes0008.xml|<p><expan><ex>leg</abbr>ato</ex></expan>
Augusti | augustus | la | transcription | docs/texts/xml/caes0008.xml|<p><expan><ex>Aug</supplied></del></abbr>usti</ex></expan>
pro | pro | la | transcription | docs/texts/xml/caes0008.xml|<p><del><supplied reason="lost">pro
praetore | praetor | la | transcription | docs/texts/xml/caes0008.xml|<p><del><supplied reason="lost"><expan><ex>praet</abbr>ore</ex></expan>
provinciae | provincia | la | transcription | docs/texts/xml/caes0008.xml|<p><del><expan><ex>provin</abbr>ciae</ex></expan>
Syriae | Syriae | la | transcription | docs/texts/xml/caes0008.xml|<p><del><expan><ex>Syr</abbr>iae</ex></expan>
Palaestinae | Palaestinae | la | transcription | docs/texts/xml/caes0008.xml|<p><expan><ex>Pal</abbr>aestinae</ex></expan>
ACER | acer | la | transcription | docs/texts/xml/caes0008.xml|<p>ACER</unclear>
II | eo | la | transcription | docs/texts/xml/caes0008.xml|<p><del>II
patrono | patronus | la | transcription | docs/texts/xml/caes0008.xml|<p><expan><ex>patr</del></abbr>ono</ex></expan>
ex | ex | la | transcription | docs/texts/xml/caes0008.xml|<p>ex
decreto | decerno | la | transcription | docs/texts/xml/caes0008.xml|<p><del><expan><ex>dec</abbr>reto</ex></expan>
decurionum | decurio | la | transcription | docs/texts/xml/caes0008.xml|<p><del><expan><ex>dec</abbr>urionum</ex></expan>
pecunia | pecunia | la | transcription | docs/texts/xml/caes0008.xml|<p><del><expan><ex>pec</abbr>unia</ex></expan>
lica | lica | la | transcription | docs/texts/xml/caes0008.xml|<p><expan><expan>p</del>ub</abbr>lica</expan></expan>
duovir | duovir | la | transcription | docs/texts/xml/caes0008.xml|<p><del><supplied reason="undefined">duovir</supplied>
E | ex | la | transcription | docs/texts/xml/caes0008.xml|<p><del><unclear>E</unclear>
IS | eo | la | transcription | docs/texts/xml/caes0008.xml|<p><del>IS
RI | rus | la | transcription | docs/texts/xml/caes0008.xml|<p><del>RI
et | et | la | transcription | docs/texts/xml/caes0008.xml|<p><del><unclear>et</unclear>
OPOI | OPOI | la | transcription | docs/texts/xml/caes0008.xml|<p><del><unclear>OP</unclear>O</gap>I</unclear>
Felicissimo | felix | la | transcription | docs/texts/xml/caes0009.xml|<p>Felicissimo
providentissimo | providentissimo | la | transcription | docs/texts/xml/caes0009.xml|<p><expan><ex>provident</hi>iss</abbr>imo</ex></expan>
victoriosissimόque | victoriosissimόque | la | transcription | docs/texts/xml/caes0009.xml|<p>victoriosissimόque
principi | princeps | la | transcription | docs/texts/xml/caes0009.xml|<p><expan><ex>princip</abbr>i</ex></expan>
domino | dominus | la | transcription | docs/texts/xml/caes0009.xml|<p>domino
nostro | noster | la | transcription | docs/texts/xml/caes0009.xml|<p><hi rend="ligature">nostr</hi>o
Marco | marcus | la | transcription | docs/texts/xml/caes0009.xml|<p><expan><ex>M</abbr>arco</ex></expan>
Aurelio | Aurelio | la | transcription | docs/texts/xml/caes0009.xml|<p><expan><ex>Aur</abbr>elio</ex></expan>
Valeriano | Valeriano | la | transcription | docs/texts/xml/caes0009.xml|<p><expan><ex>Val</abbr>eriano</ex></expan>
Maximiano | Maximiano | la | transcription | docs/texts/xml/caes0009.xml|<p>Maximiano
pio | pius | la | transcription | docs/texts/xml/caes0009.xml|<p>pio
felici | felix | la | transcription | docs/texts/xml/caes0009.xml|<p><expan><ex>fel</abbr>ici</ex></expan>
invicto | invictus | la | transcription | docs/texts/xml/caes0009.xml|<p>invicto
Augusto | augustus | la | transcription | docs/texts/xml/caes0009.xml|<p><expan><ex>Au</hi>g</abbr>usto</ex></expan>,
Arbaeus | Arbaeus | la | transcription | docs/texts/xml/caes0009.xml|<p>Arbaeus
Africanus | Africanus | la | transcription | docs/texts/xml/caes0009.xml|<p>Africanus
vir | vir | la | transcription | docs/texts/xml/caes0009.xml|<p><expan><ex>v</abbr>ir</ex></expan>
perfectissimus | perficio | la | transcription | docs/texts/xml/caes0009.xml|<p><expan><ex>p</abbr>erfectissimus</ex></expan>
praeses | praeses | la | transcription | docs/texts/xml/caes0009.xml|<p><expan><ex>praes</abbr>es</ex></expan>
provinciae | provincia | la | transcription | docs/texts/xml/caes0009.xml|<p><expan><ex>prov</abbr>inciae</ex></expan>
Palaestinae | Palaestinae | la | transcription | docs/texts/xml/caes0009.xml|<p><expan><ex>Pal</abbr>aestinae</ex></expan>
tranquil | tranquil | la | transcription | docs/texts/xml/caes0009.xml|<p>tranquil
litati | litati | la | transcription | docs/texts/xml/caes0009.xml|<p>litati
eius | is | la | transcription | docs/texts/xml/caes0009.xml|<p>eius
dicatissimus | dicatissimus | la | transcription | docs/texts/xml/caes0009.xml|<p><expan><ex>dicatiss</abbr>imus</ex></expan>.
To | To | la-transl | translation | docs/texts/xml/caes0009.xml|<p>To
the | the | la-transl | translation | docs/texts/xml/caes0009.xml|<p>the
most | most | la-transl | translation | docs/texts/xml/caes0009.xml|<p>most
fortunate | fortunate | la-transl | translation | docs/texts/xml/caes0009.xml|<p>fortunate
prudent | prudent | la-transl | translation | docs/texts/xml/caes0009.xml|<p>prudent
and | and | la-transl | translation | docs/texts/xml/caes0009.xml|<p>and
victorious | victorious | la-transl | translation | docs/texts/xml/caes0009.xml|<p>victorious
prince | prince | la-transl | translation | docs/texts/xml/caes0009.xml|<p>prince
our | our | la-transl | translation | docs/texts/xml/caes0009.xml|<p>our
Lord | Lord | la-transl | translation | docs/texts/xml/caes0009.xml|<p><rs type="title">Lord
Marcus | Marcus | la-transl | translation | docs/texts/xml/caes0009.xml|<p><name><persName lang="la " ref="persons.xml#caes0009p01" nymRef="names.xml#caes0009n01">Marcus
Aurelius | Aurelius | la-transl | translation | docs/texts/xml/caes0009.xml|<p><name><persName lang="la " ref="persons.xml#caes0009p02" nymRef="names.xml#caes0009n02">Aurelius
Valerius | Valerius | la-transl | translation | docs/texts/xml/caes0009.xml|<p><name><persName lang="la " ref="persons.xml#caes0009p03" nymRef="names.xml#caes0009n03">Valerius
Maximianus | Maximianus | la-transl | translation | docs/texts/xml/caes0009.xml|<p><name><rs type="epithet" lang="la ">Maximianus
Pius | Pius | la-transl | translation | docs/texts/xml/caes0009.xml|<p><rs type="epithet" lang="la ">Pius
Felix | Felix | la-transl | translation | docs/texts/xml/caes0009.xml|<p><rs type="epithet" lang="la ">Felix
Invictus | Invictus | la-transl | translation | docs/texts/xml/caes0009.xml|<p><rs type="epithet" lang="la ">Invictus
Augustus | Augustus | la-transl | translation | docs/texts/xml/caes0009.xml|<p><rs type="epithet" lang="la ">Augustus
Arbaeus | Arbaeus | la-transl | translation | docs/texts/xml/caes0009.xml|<p><name><persName lang="la " ref="persons.xml#caes0009p04" nymRef="names.xml#caes0009n04">Arbaeus
Africanus | Africanus | la-transl | translation | docs/texts/xml/caes0009.xml|<p><name><persName lang="la " ref="persons.xml#caes0009p05" nymRef="names.xml#caes0009n05">Africanus
of | of | la-transl | translation | docs/texts/xml/caes0009.xml|<p><name>of
perfectissimate | perfectissimate | la-transl | translation | docs/texts/xml/caes0009.xml|<p><rs type="admTitle">perfectissimate
rank | rank | la-transl | translation | docs/texts/xml/caes0009.xml|<p>rank
governor | governor | la-transl | translation | docs/texts/xml/caes0009.xml|<p><rs type="admTitle">governor
of | of | la-transl | translation | docs/texts/xml/caes0009.xml|<p>of
the | the | la-transl | translation | docs/texts/xml/caes0009.xml|<p>the
province | province | la-transl | translation | docs/texts/xml/caes0009.xml|<p>province
Palaestina | Palaestina | la-transl | translation | docs/texts/xml/caes0009.xml|<p><placeName>Palaestina
most | most | la-transl | translation | docs/texts/xml/caes0009.xml|<p>most
devoted | devoted | la-transl | translation | docs/texts/xml/caes0009.xml|<p>devoted
to | to | la-transl | translation | docs/texts/xml/caes0009.xml|<p>to
His | His | la-transl | translation | docs/texts/xml/caes0009.xml|<p><rs type="epithet">His
Serenity | Serenity | la-transl | translation | docs/texts/xml/caes0009.xml|<p>Serenity.
Valerio | Valerio | la | transcription | docs/texts/xml/caes0010.xml|<p><expan><ex>Val</abbr>erio</ex></expan>
Calpurniano | Calpurniano | la | transcription | docs/texts/xml/caes0010.xml|<p>Calpurniano
viro | vir | la | transcription | docs/texts/xml/caes0010.xml|<p><expan><ex>v</abbr>iro</ex></expan>
perfectissimo | perficio | la | transcription | docs/texts/xml/caes0010.xml|<p><supplied reason="undefined"><expan><ex>p</abbr>erfectissimo</ex></expan>
praefecto | praeficio | la | transcription | docs/texts/xml/caes0010.xml|<p><expan><ex>praef</abbr>ecto</ex></expan>
Mesopotamiae | Mesopotamiae | la | transcription | docs/texts/xml/caes0010.xml|<p><expan><ex>Mesop</abbr>otamiae</ex></expan>
et | et | la | transcription | docs/texts/xml/caes0010.xml|<p><hi rend="ligature">et</hi>
Osrhoenae | Osrhoenae | la | transcription | docs/texts/xml/caes0010.xml|<p><expan><ex>Osr</abbr>hoenae</ex></expan>
patrono | patronus | la | transcription | docs/texts/xml/caes0010.xml|<p><expan><ex>patr</abbr>ono</ex></expan>
metr | metr | la | transcription | docs/texts/xml/caes0010.xml|<p><choice><abbr><hi rend="ligature">metr</hi>
metropolis | metropolis | la | transcription | docs/texts/xml/caes0010.xml|<p><choice><expan>metropolis</expan>
ex | ex | la | transcription | docs/texts/xml/caes0010.xml|<p>ex
decreto | decerno | la | transcription | docs/texts/xml/caes0010.xml|<p><expan><ex>d</abbr>ecreto</ex></expan>
decurionum | decurio | la | transcription | docs/texts/xml/caes0010.xml|<p><expan><ex>d</abbr>ecurionum</ex></expan>
pecunia | pecunia | la | transcription | docs/texts/xml/caes0010.xml|<p><expan><ex>p</abbr>ecunia</ex></expan>
publica | publico | la | transcription | docs/texts/xml/caes0010.xml|<p><expan><ex>p</abbr>ublica</ex></expan>,
Aurelio | Aurelio | la | transcription | docs/texts/xml/caes0010.xml|<p><expan><ex>Aur</abbr>elio</ex></expan>
Flavio | Flavio | la | transcription | docs/texts/xml/caes0010.xml|<p><expan><ex>Fl</abbr>avio</ex></expan>
Theophilo | Theophilo | la | transcription | docs/texts/xml/caes0010.xml|<p>Theophilo
equite | equio | la | transcription | docs/texts/xml/caes0010.xml|<p><expan><ex>eq</abbr>uite</ex></expan>
Romano | Romano | la | transcription | docs/texts/xml/caes0010.xml|<p><expan><ex>R</abbr>omano</ex></expan>
et | et | la | transcription | docs/texts/xml/caes0010.xml|<p>et
decurione | decurio | la | transcription | docs/texts/xml/caes0010.xml|<p><expan><ex>dec</abbr>urione</ex></expan>
metropolis | metropolis | la | transcription | docs/texts/xml/caes0010.xml|<p><expan><ex>metr</abbr>opolis</ex></expan>.
To | To | la-transl | translation | docs/texts/xml/caes0010.xml|<p>To
Valerius | Valerius | la-transl | translation | docs/texts/xml/caes0010.xml|<p><name><persName lang="la " ref="persons.xml#caes0010p01" nymRef="names.xml#caes0010n01">Valerius
