Text,Lemma,Language,Edition Type,XML Context,File
ΕΡΙΖΑΝΑΛΛΕ, ΕΡΙΖΑΝΑΛΛΕ, grc, transcription, <p><unclear>ΕΡΙΖΑΝΑΛΛΕ</unclear></p>, docs/texts/xml/caes0156.xml
ΕΙΣΡΑΜΟΝΑΡ, ΕΙΣΡΑΜΟΝΑΡ, grc, transcription, <p><lb><gap reason="illegible" atLeast="8" atMost="10" unit="character">ΕΙΣ<unclear>ΡΑΜΟΝΑ<unclear>Ρ</unclear></unclear></gap></lb></p>, docs/texts/xml/caes0156.xml
Ο, Ο, grc, transcription, <p><unclear>Ο</unclear></p>, docs/texts/xml/caes0156.xml
Λ, Λ, grc, transcription, <p><gap reason="illegible" quantity="3" unit="character"><lb><unclear><unclear>Λ</unclear></unclear></lb></gap></p>, docs/texts/xml/caes0156.xml
Ι, Ι, grc, transcription, <p><unclear>Ι</unclear></p>, docs/texts/xml/caes0156.xml
ΑΙΔΟ, ΑΙΔΟ, grc, transcription, <p>ΑΙΔ<unclear>Ο</unclear></p>, docs/texts/xml/caes0156.xml
Υ, Υ, grc, transcription, <p><unclear>Υ</unclear></p>, docs/texts/xml/caes0156.xml
ΕΝ, ΕΝ, grc, transcription, <p>Ε<unclear>Ν</unclear></p>, docs/texts/xml/caes0156.xml
ΠΥΛΑΙ, ΠΥΛΑΙ, grc, transcription, <p>ΠΥΛΑ<unclear>Ι</unclear></p>, docs/texts/xml/caes0156.xml
Σ, Σ, grc, transcription, <p><unclear>Σ</unclear></p>, docs/texts/xml/caes0156.xml
Ι, Ι, grc, transcription, <p><unclear>Ι</unclear></p>, docs/texts/xml/caes0156.xml
Α, Α, grc, transcription, <p><unclear>Α</unclear></p>, docs/texts/xml/caes0156.xml
Θήκη, Θήκη, grc, transcription, <p>Θήκη</p>, docs/texts/xml/caes0157.xml
Νόννου, Νόννου, grc, transcription, <p>Νόννου</p>, docs/texts/xml/caes0157.xml
κὲ, κὲ, grc, transcription, <p>κὲ</p>, docs/texts/xml/caes0157.xml
Ἐντολίου, Ἐντολίου, grc, transcription, <p>Ἐντολίου</p>, docs/texts/xml/caes0157.xml
The, The, grc-transl, translation, <p>The</p>, docs/texts/xml/caes0157.xml
tomb, tomb, grc-transl, translation, <p>tomb</p>, docs/texts/xml/caes0157.xml
of, of, grc-transl, translation, <p>of</p>, docs/texts/xml/caes0157.xml
Nonnos, Nonnos, grc-transl, translation, <p><persName lang="grc " ref="persons.xml#caes0157p01">Nonnos</persName></p>, docs/texts/xml/caes0157.xml
and, and, grc-transl, translation, <p>and</p>, docs/texts/xml/caes0157.xml
Entolios, Entolios, grc-transl, translation, <p>Entolios</p>, docs/texts/xml/caes0157.xml
εὐψυχεῖτε, εὐψυχεῖτε, grc, transcription, <p>εὐψυχ<supplied>εῖτε</supplied></p>, docs/texts/xml/caes0158.xml
φίλα, φίλα, grc, transcription, <p><supplied reason="undefined">φίλα</supplied></p>, docs/texts/xml/caes0158.xml
μου, ἐγώ, grc, transcription, <p>μου</p>, docs/texts/xml/caes0158.xml
τε’­, τε’­, grc, transcription, <p>τε’­</p>, docs/texts/xml/caes0158.xml
κνα, κνα, grc, transcription, <p>κνα</p>, docs/texts/xml/caes0158.xml
εὐψύχει, εὐψύχει, grc, transcription, <p>εὐψ<supplied>ύχει</supplied></p>, docs/texts/xml/caes0158.xml
Πρεῖσκε, Πρεῖσκε, grc, transcription, <p>Πρεῖσκε</p>, docs/texts/xml/caes0158.xml
Νεμωνιανέ, Νεμωνιανέ, grc, transcription, <p>Νεμωνιανέ</p>, docs/texts/xml/caes0158.xml
ἐτῶν, ἐτάζω, grc, transcription, <p>ἐτῶν</p>, docs/texts/xml/caes0158.xml
ιε’, ιε’, grc, transcription, <p>ιε’</p>, docs/texts/xml/caes0158.xml
δοῖ, δοῖ, grc, transcription, <p>δοῖ</p>, docs/texts/xml/caes0158.xml
σοι, σύ, grc, transcription, <p>σοι</p>, docs/texts/xml/caes0158.xml
ὁ, ὁ, grc, transcription, <p>ὁ</p>, docs/texts/xml/caes0158.xml
Ὄσειρις, Ὄσειρις, grc, transcription, <p>Ὄσειρις</p>, docs/texts/xml/caes0158.xml
τὸ, τὸ, grc, transcription, <p>τὸ</p>, docs/texts/xml/caes0158.xml
ψυχρὸν, ψυχρὸν, grc, transcription, <p>ψυχρὸν</p>, docs/texts/xml/caes0158.xml
ὕ­, ὕ­, grc, transcription, <p>ὕ­</p>, docs/texts/xml/caes0158.xml
δωρ, δωρ, grc, transcription, <p>δωρ</p>, docs/texts/xml/caes0158.xml
σὺν, σὺν, grc, transcription, <p>σὺν</p>, docs/texts/xml/caes0158.xml
τῇ, ὁ, grc, transcription, <p>τῇ</p>, docs/texts/xml/caes0158.xml
ἀδελφῇ, ἀδελφή, grc, transcription, <p>ἀδελφῇ</p>, docs/texts/xml/caes0158.xml
σου, σύ, grc, transcription, <p>σου</p>, docs/texts/xml/caes0158.xml
τῇ, ὁ, grc, transcription, <p>τῇ</p>, docs/texts/xml/caes0158.xml
μονο­, μονο­, grc, transcription, <p>μονο­</p>, docs/texts/xml/caes0158.xml
ώρῳ, ώρῳ, grc, transcription, <p>ώρῳ</p>, docs/texts/xml/caes0158.xml
ἁρπασθείσῃ, ἁρπασθείσῃ, grc, transcription, <p>ἁρπασθείσῃ</p>, docs/texts/xml/caes0158.xml
σύν, σύν, grc, transcription, <p>σύν</p>, docs/texts/xml/caes0158.xml
σοι, σύ, grc, transcription, <p>σοι</p>, docs/texts/xml/caes0158.xml
καὶ, καὶ, grc, transcription, <p>καὶ</p>, docs/texts/xml/caes0158.xml
σύ, σύ, grc, transcription, <p>σύ</p>, docs/texts/xml/caes0158.xml
Ἰσίδωρε, Ἰσίδωρε, grc, transcription, <p>Ἰσίδωρε</p>, docs/texts/xml/caes0158.xml
εὐψύχει, εὐψύχει, grc, transcription, <p>εὐψύχει</p>, docs/texts/xml/caes0158.xml
ἐτῶν, ἐτάζω, grc, transcription, <p>ἐτῶν</p>, docs/texts/xml/caes0158.xml
ζ, ζ, grc, transcription, <p>ζ</p>, docs/texts/xml/caes0158.xml
δοῖ, δοῖ, grc, transcription, <p>δοῖ</p>, docs/texts/xml/caes0158.xml
σοι, σύ, grc, transcription, <p>σοι</p>, docs/texts/xml/caes0158.xml
ὁ, ὁ, grc, transcription, <p>ὁ</p>, docs/texts/xml/caes0158.xml
Ὄσειρις, Ὄσειρις, grc, transcription, <p>Ὄσειρις</p>, docs/texts/xml/caes0158.xml
τὸ, τὸ, grc, transcription, <p>τὸ</p>, docs/texts/xml/caes0158.xml
ψυχρὸν, ψυχρὸν, grc, transcription, <p>ψυχρὸν</p>, docs/texts/xml/caes0158.xml
ὕδωρ, ὕδωρ, grc, transcription, <p>ὕδωρ</p>, docs/texts/xml/caes0158.xml
σὺν, σὺν, grc, transcription, <p>σὺν</p>, docs/texts/xml/caes0158.xml
τῷ, ὁ, grc, transcription, <p>τῷ</p>, docs/texts/xml/caes0158.xml
ἀδελφῷ, ἀδελφός, grc, transcription, <p>ἀδελφῷ</p>, docs/texts/xml/caes0158.xml
σου, σύ, grc, transcription, <p>σου</p>, docs/texts/xml/caes0158.xml
τῷ, ὁ, grc, transcription, <p>τῷ</p>, docs/texts/xml/caes0158.xml
μονοώ­, μονοώ­, grc, transcription, <p>μονοώ­</p>, docs/texts/xml/caes0158.xml
σῳ, σῳ, grc, transcription, <p>σῳ</p>, docs/texts/xml/caes0158.xml
ἁρπασθέντι, ἁρπασθέντι, grc, transcription, <p>ἁρπασθέντι</p>, docs/texts/xml/caes0158.xml
σύν, σύν, grc, transcription, <p>σύν</p>, docs/texts/xml/caes0158.xml
σοι, σύ, grc, transcription, <p>σοι</p>, docs/texts/xml/caes0158.xml
γῆ, γαῖα, grc, transcription, <p>γῆ</p>, docs/texts/xml/caes0158.xml
ὑ­, ὑ­, grc, transcription, <p>ὑ­</p>, docs/texts/xml/caes0158.xml
μῖν, μιν, grc, transcription, <p>μῖν</p>, docs/texts/xml/caes0158.xml
ἐλαφρὰ, ἐλαφρὰ, grc, transcription, <p>ἐλαφρὰ</p>, docs/texts/xml/caes0158.xml
καὶ, καὶ, grc, transcription, <p>καὶ</p>, docs/texts/xml/caes0158.xml
τὰ, τὰ, grc, transcription, <p>τὰ</p>, docs/texts/xml/caes0158.xml
κατὰ, κατὰ, grc, transcription, <p>κατὰ</p>, docs/texts/xml/caes0158.xml
δοῦσ’, δοῦσ’, grc, transcription, <p>δοῦσ’</p>, docs/texts/xml/caes0158.xml
ἀγαθά, ἀγαθά, grc, transcription, <p><space>ἀγαθά</space></p>, docs/texts/xml/caes0158.xml
Farewell, Farewell, grc-transl, translation, <p>Farewell</p>, docs/texts/xml/caes0158.xml
my, my, grc-transl, translation, <p>my</p>, docs/texts/xml/caes0158.xml
dear, dear, grc-transl, translation, <p>dear</p>, docs/texts/xml/caes0158.xml
children, children, grc-transl, translation, <p>children</p>, docs/texts/xml/caes0158.xml
Farewell, Farewell, grc-transl, translation, <p>Farewell</p>, docs/texts/xml/caes0158.xml
Priskos, Priskos, grc-transl, translation, <p><name><persName lang="grc " ref="persons.xml#caes0158p01">Priskos</persName></name></p>, docs/texts/xml/caes0158.xml
Nemonianos, Nemonianos, grc-transl, translation, <p><name><persName lang="grc " ref="persons.xml#caes0158p02">Nemonianos</persName></name></p>, docs/texts/xml/caes0158.xml
fifteen, fifteen, grc-transl, translation, <p><name>fifteen</name></p>, docs/texts/xml/caes0158.xml
years, years, grc-transl, translation, <p>years</p>, docs/texts/xml/caes0158.xml
old, old, grc-transl, translation, <p>old</p>, docs/texts/xml/caes0158.xml
May, May, grc-transl, translation, <p>May</p>, docs/texts/xml/caes0158.xml
Osiris, Osiris, grc-transl, translation, <p><rs type="divine">Osiris</rs></p>, docs/texts/xml/caes0158.xml
give, give, grc-transl, translation, <p>give</p>, docs/texts/xml/caes0158.xml
the, the, grc-transl, translation, <p>the</p>, docs/texts/xml/caes0158.xml
cold, cold, grc-transl, translation, <p>cold</p>, docs/texts/xml/caes0158.xml
water, water, grc-transl, translation, <p>water</p>, docs/texts/xml/caes0158.xml
to, to, grc-transl, translation, <p>to</p>, docs/texts/xml/caes0158.xml
you, you, grc-transl, translation, <p>you</p>, docs/texts/xml/caes0158.xml
and, and, grc-transl, translation, <p>and</p>, docs/texts/xml/caes0158.xml
to, to, grc-transl, translation, <p>to</p>, docs/texts/xml/caes0158.xml
your, your, grc-transl, translation, <p>your</p>, docs/texts/xml/caes0158.xml
sister, sister, grc-transl, translation, <p><rs type="family">sister</rs></p>, docs/texts/xml/caes0158.xml
who, who, grc-transl, translation, <p>who</p>, docs/texts/xml/caes0158.xml
was, was, grc-transl, translation, <p>was</p>, docs/texts/xml/caes0158.xml
carried, carried, grc-transl, translation, <p>carried</p>, docs/texts/xml/caes0158.xml
off, off, grc-transl, translation, <p>off</p>, docs/texts/xml/caes0158.xml
in, in, grc-transl, translation, <p>in</p>, docs/texts/xml/caes0158.xml
the, the, grc-transl, translation, <p>the</p>, docs/texts/xml/caes0158.xml
same, same, grc-transl, translation, <p>same</p>, docs/texts/xml/caes0158.xml
hour, hour, grc-transl, translation, <p>hour</p>, docs/texts/xml/caes0158.xml
with, with, grc-transl, translation, <p>with</p>, docs/texts/xml/caes0158.xml
you, you, grc-transl, translation, <p>you</p>, docs/texts/xml/caes0158.xml
And, And, grc-transl, translation, <p>And</p>, docs/texts/xml/caes0158.xml
you, you, grc-transl, translation, <p>you</p>, docs/texts/xml/caes0158.xml
Isidora, Isidora, grc-transl, translation, <p><persName lang="grc " ref="persons.xml#caes0158p03">Isidora</persName></p>, docs/texts/xml/caes0158.xml
seven, seven, grc-transl, translation, <p>seven</p>, docs/texts/xml/caes0158.xml
years, years, grc-transl, translation, <p>years</p>, docs/texts/xml/caes0158.xml
old, old, grc-transl, translation, <p>old</p>, docs/texts/xml/caes0158.xml
farewell, farewell, grc-transl, translation, <p>farewell</p>, docs/texts/xml/caes0158.xml
May, May, grc-transl, translation, <p>May</p>, docs/texts/xml/caes0158.xml
Osiris, Osiris, grc-transl, translation, <p><rs type="divine">Osiris</rs></p>, docs/texts/xml/caes0158.xml
give, give, grc-transl, translation, <p>give</p>, docs/texts/xml/caes0158.xml
the, the, grc-transl, translation, <p>the</p>, docs/texts/xml/caes0158.xml
cold, cold, grc-transl, translation, <p>cold</p>, docs/texts/xml/caes0158.xml
water, water, grc-transl, translation, <p>water</p>, docs/texts/xml/caes0158.xml
to, to, grc-transl, translation, <p>to</p>, docs/texts/xml/caes0158.xml
you, you, grc-transl, translation, <p>you</p>, docs/texts/xml/caes0158.xml
and, and, grc-transl, translation, <p>and</p>, docs/texts/xml/caes0158.xml
to, to, grc-transl, translation, <p>to</p>, docs/texts/xml/caes0158.xml
your, your, grc-transl, translation, <p>your</p>, docs/texts/xml/caes0158.xml
brother, brother, grc-transl, translation, <p><rs type="family">brother</rs></p>, docs/texts/xml/caes0158.xml
who, who, grc-transl, translation, <p>who</p>, docs/texts/xml/caes0158.xml
was, was, grc-transl, translation, <p>was</p>, docs/texts/xml/caes0158.xml
carried, carried, grc-transl, translation, <p>carried</p>, docs/texts/xml/caes0158.xml
off, off, grc-transl, translation, <p>off</p>, docs/texts/xml/caes0158.xml
in, in, grc-transl, translation, <p>in</p>, docs/texts/xml/caes0158.xml
the, the, grc-transl, translation, <p>the</p>, docs/texts/xml/caes0158.xml
same, same, grc-transl, translation, <p>same</p>, docs/texts/xml/caes0158.xml
hour, hour, grc-transl, translation, <p>hour</p>, docs/texts/xml/caes0158.xml
with, with, grc-transl, translation, <p>with</p>, docs/texts/xml/caes0158.xml
you, you, grc-transl, translation, <p>you</p>, docs/texts/xml/caes0158.xml
May, May, grc-transl, translation, <p>May</p>, docs/texts/xml/caes0158.xml
the, the, grc-transl, translation, <p>the</p>, docs/texts/xml/caes0158.xml
earth, earth, grc-transl, translation, <p>earth</p>, docs/texts/xml/caes0158.xml
be, be, grc-transl, translation, <p>be</p>, docs/texts/xml/caes0158.xml
light, light, grc-transl, translation, <p>light</p>, docs/texts/xml/caes0158.xml
for, for, grc-transl, translation, <p>for</p>, docs/texts/xml/caes0158.xml
you, you, grc-transl, translation, <p>you</p>, docs/texts/xml/caes0158.xml
and, and, grc-transl, translation, <p>and</p>, docs/texts/xml/caes0158.xml
may, may, grc-transl, translation, <p>may</p>, docs/texts/xml/caes0158.xml
those, those, grc-transl, translation, <p>those</p>, docs/texts/xml/caes0158.xml
things, things, grc-transl, translation, <p>things</p>, docs/texts/xml/caes0158.xml
she, she, grc-transl, translation, <p>she</p>, docs/texts/xml/caes0158.xml
grants, grants, grc-transl, translation, <p>grants</p>, docs/texts/xml/caes0158.xml
you, you, grc-transl, translation, <p>you</p>, docs/texts/xml/caes0158.xml
below, below, grc-transl, translation, <p>below</p>, docs/texts/xml/caes0158.xml
be, be, grc-transl, translation, <p>be</p>, docs/texts/xml/caes0158.xml
good, good, grc-transl, translation, <p>good</p>, docs/texts/xml/caes0158.xml
Τίτε, Τίτε, grc, transcription, <p><expan><abbr>Τ</abbr><ex>ίτε</ex></expan></p>, docs/texts/xml/caes0159.xml
Φλάουιε, Φλάουιε, grc, transcription, <p><expan><abbr>Φ</abbr><ex>λάουιε</ex></expan></p>, docs/texts/xml/caes0159.xml
Ἱερώνυμε, Ἱερώνυμε, grc, transcription, <p>Ἱερώνυμε</p>, docs/texts/xml/caes0159.xml
χρηστὲ, χρηστὲ, grc, transcription, <p>χρηστὲ</p>, docs/texts/xml/caes0159.xml
καὶ, καὶ, grc, transcription, <p>καὶ</p>, docs/texts/xml/caes0159.xml
ἄλυπε, ἄλυπε, grc, transcription, <p>ἄλυπε</p>, docs/texts/xml/caes0159.xml
χαῖρε, χαίρω, grc, transcription, <p>χαῖρε</p>, docs/texts/xml/caes0159.xml
ἐτῶν, ἐτάζω, grc, transcription, <p>ἐτῶν</p>, docs/texts/xml/caes0159.xml
κβ’, κβ’, grc, transcription, <p>κβ’</p>, docs/texts/xml/caes0159.xml
Farewell, Farewell, grc-transl, translation, <p>Farewell</p>, docs/texts/xml/caes0159.xml
Titos, Titos, grc-transl, translation, <p><name><persName lang="la " ref="persons.xml#caes0159p01" nymRef="names.xml#caes0159n01">Titos</persName></name></p>, docs/texts/xml/caes0159.xml
Flavios, Flavios, grc-transl, translation, <p><name><persName lang="la " ref="persons.xml#caes0159p02" nymRef="names.xml#caes0159n02">Flavios</persName></name></p>, docs/texts/xml/caes0159.xml
Hieronymos, Hieronymos, grc-transl, translation, <p><name><persName lang="grc " ref="persons.xml#caes0159p03" nymRef="names.xml#caes0159n03">Hieronymos</persName></name></p>, docs/texts/xml/caes0159.xml
twenty-two, twenty-two, grc-transl, translation, <p><name>twenty-two</name></p>, docs/texts/xml/caes0159.xml
years, years, grc-transl, translation, <p>years</p>, docs/texts/xml/caes0159.xml
old, old, grc-transl, translation, <p>old</p>, docs/texts/xml/caes0159.xml
a, a, grc-transl, translation, <p>a</p>, docs/texts/xml/caes0159.xml
man, man, grc-transl, translation, <p>man</p>, docs/texts/xml/caes0159.xml
who, who, grc-transl, translation, <p>who</p>, docs/texts/xml/caes0159.xml
was, was, grc-transl, translation, <p>was</p>, docs/texts/xml/caes0159.xml
upright, upright, grc-transl, translation, <p>upright</p>, docs/texts/xml/caes0159.xml
and, and, grc-transl, translation, <p>and</p>, docs/texts/xml/caes0159.xml
harmed, harmed, grc-transl, translation, <p>harmed</p>, docs/texts/xml/caes0159.xml
no, no, grc-transl, translation, <p>no</p>, docs/texts/xml/caes0159.xml
one, one, grc-transl, translation, <p>one</p>, docs/texts/xml/caes0159.xml
Dis, dives, la, transcription, <p><expan><abbr>D</abbr><ex>is</ex></expan></p>, docs/texts/xml/caes0160.xml
ManibusRhodope, ManibusRhodope, la, transcription, <p><expan><abbr>M</abbr><ex>anibus</expan>R<lb/>hodop<supplied>e</ex></supplied></p>, docs/texts/xml/caes0160.xml
coniug, coniug, la, transcription, <p><lb><unclear>coniug</unclear></lb></p>, docs/texts/xml/caes0160.xml
i, eo, la, transcription, <p><supplied reason="undefined">i</supplied></p>, docs/texts/xml/caes0160.xml
To, To, la-transl, translation, <p>To</p>, docs/texts/xml/caes0160.xml
the, the, la-transl, translation, <p>the</p>, docs/texts/xml/caes0160.xml
deified, deified, la-transl, translation, <p>deified</p>, docs/texts/xml/caes0160.xml
manes, manes, la-transl, translation, <p>manes</p>, docs/texts/xml/caes0160.xml
To, To, la-transl, translation, <p>To</p>, docs/texts/xml/caes0160.xml
Rhodope, Rhodope, la-transl, translation, <p><name><persName lang="grc " ref="persons.xml#caes0160p01">Rhodope</persName></name></p>, docs/texts/xml/caes0160.xml
wife, wife, la-transl, translation, <p><name><rs type="family">wife</rs></name></p>, docs/texts/xml/caes0160.xml
Titiae, Titiae, la, transcription, <p>Titiae</p>, docs/texts/xml/caes0161.xml
C, C, la, transcription, <p>C</p>, docs/texts/xml/caes0161.xml
ae, ae, la, transcription, <p><lb>ae</lb></p>, docs/texts/xml/caes0161.xml
uxori, uxor, la, transcription, <p>uxor<supplied>i</supplied></p>, docs/texts/xml/caes0161.xml
To, To, la-transl, translation, <p>To</p>, docs/texts/xml/caes0161.xml
Titia, Titia, la-transl, translation, <p><name><persName lang="la " ref="persons.xml#caes0161p01">Titia</persName></name></p>, docs/texts/xml/caes0161.xml
C, C, la-transl, translation, <p><name>C</name></p>, docs/texts/xml/caes0161.xml
my, my, la-transl, translation, <p>my</p>, docs/texts/xml/caes0161.xml
wife, wife, la-transl, translation, <p><rs type="family">wife</rs></p>, docs/texts/xml/caes0161.xml
AE, AE, la, diplomatic, <p><gap reason="illegible" quantity="3" unit="character">AE</gap></p>, docs/texts/xml/caes0162.xml
CILLIAE, CILLIAE, la, diplomatic, <p><lb><gap reason="illegible" quantity="2" unit="character">CILLIA<supplied>E</supplied></gap></lb></p>, docs/texts/xml/caes0162.xml
UXORI, uxor, la, diplomatic, <p><gap reason="illegible" quantity="1" unit="character"><lb><gap reason="illegible" quantity="2" unit="character">UXOR<supplied>I</supplied></gap></lb></gap></p>, docs/texts/xml/caes0162.xml
to, to, la-transl, translation, <p>to</p>, docs/texts/xml/caes0162.xml
wife, wife, la-transl, translation, <p><rs type="family">wife</rs></p>, docs/texts/xml/caes0162.xml
bene, benus, la, transcription, <p>bene</p>, docs/texts/xml/caes0163.xml
merentifecit, merentifecit, la, transcription, <p>merenti<lb/>fecit</p>, docs/texts/xml/caes0163.xml
made, made, la-transl, translation, <p>made</p>, docs/texts/xml/caes0163.xml
this, this, la-transl, translation, <p>this</p>, docs/texts/xml/caes0163.xml
monument, monument, la-transl, translation, <p>monument</p>, docs/texts/xml/caes0163.xml
for, for, la-transl, translation, <p>for</p>, docs/texts/xml/caes0163.xml
who, who, la-transl, translation, <p>who</p>, docs/texts/xml/caes0163.xml
was, was, la-transl, translation, <p>was</p>, docs/texts/xml/caes0163.xml
well, well, la-transl, translation, <p>well</p>, docs/texts/xml/caes0163.xml
deserving, deserving, la-transl, translation, <p>deserving</p>, docs/texts/xml/caes0163.xml
Aphrodilus, Aphrodilus, la, transcription, <p>Aphrodilus</p>, docs/texts/xml/caes0164.xml
Marini, marinus, la, transcription, <p><space>Marini</space></p>, docs/texts/xml/caes0164.xml
μεμόριον, μεμόριον, grc, transcription, <p>μεμόριον</p>, docs/texts/xml/caes0165.xml
τῆςπροσσυλήτουἌστη, τῆςπροσσυλήτουἌστη, grc, transcription, <p>τῆς<lb/>προσσυλήτου<lb/>Ἄστη</p>, docs/texts/xml/caes0165.xml
καὶ, καὶ, grc, transcription, <p>καὶ</p>, docs/texts/xml/caes0165.xml
Παρη­γορίου, Παρη­γορίου, grc, transcription, <p>Παρη­<lb/>γορίου</p>, docs/texts/xml/caes0165.xml
εὐχα­ριστοῦσα, εὐχα­ριστοῦσα, grc, transcription, <p>εὐχα­<lb/>ριστοῦσα</p>, docs/texts/xml/caes0165.xml
The, The, grc-transl, translation, <p>The</p>, docs/texts/xml/caes0165.xml
memorial, memorial, grc-transl, translation, <p>memorial</p>, docs/texts/xml/caes0165.xml
of, of, grc-transl, translation, <p>of</p>, docs/texts/xml/caes0165.xml
the, the, grc-transl, translation, <p>the</p>, docs/texts/xml/caes0165.xml
proselyte, proselyte, grc-transl, translation, <p><rs type="status">proselyte</rs></p>, docs/texts/xml/caes0165.xml
Aste, Aste, grc-transl, translation, <p><name><persName lang="grc " ref="persons.xml#caes0165p01">Aste</persName></name></p>, docs/texts/xml/caes0165.xml
and, and, grc-transl, translation, <p><name>and</name></p>, docs/texts/xml/caes0165.xml
of, of, grc-transl, translation, <p>of</p>, docs/texts/xml/caes0165.xml
Paregorios, Paregorios, grc-transl, translation, <p><name><persName lang="grc " ref="persons.xml#caes0165p02">Paregorios</persName></name></p>, docs/texts/xml/caes0165.xml
Thanks!, Thanks!, grc-transl, translation, <p>Thanks!</p>, docs/texts/xml/caes0165.xml
τώποςἸσιδώρουΘεωδώρ­, τώποςἸσιδώρουΘεωδώρ­, grc, transcription, <p>τώπος<lb/>Ἰσιδώρου<lb/>Θεωδώρ­</p>, docs/texts/xml/caes0166.xml
ου, ου, grc, transcription, <p><hi rend="ligature">ου</hi></p>, docs/texts/xml/caes0166.xml
Ἰάκω, Ἰάκω, grc, transcription, <p>Ἰάκω</p>, docs/texts/xml/caes0166.xml
Δώ­θη, Δώ­θη, grc, transcription, <p>Δώ­<lb/>θη</p>, docs/texts/xml/caes0166.xml
ἁζάνα, ἁζάνα, grc, transcription, <p>ἁζάνα</p>, docs/texts/xml/caes0166.xml
The, The, grc-transl, translation, <p>The</p>, docs/texts/xml/caes0166.xml
tomb, tomb, grc-transl, translation, <p>tomb</p>, docs/texts/xml/caes0166.xml
of, of, grc-transl, translation, <p>of</p>, docs/texts/xml/caes0166.xml
Isidoros, Isidoros, grc-transl, translation, <p><name><persName lang="grc " ref="persons.xml#caes0166p01">Isidoros</persName></name></p>, docs/texts/xml/caes0166.xml
Theodoros, Theodoros, grc-transl, translation, <p><name><persName lang="grc " ref="persons.xml#caes0166p02">Theodoros</persName></name></p>, docs/texts/xml/caes0166.xml
Iakobos, Iakobos, grc-transl, translation, <p><name><persName lang="hbo " ref="persons.xml#caes0166p03">Iakobos</persName></name></p>, docs/texts/xml/caes0166.xml
Dothe, Dothe, grc-transl, translation, <p><name><persName lang="grc " ref="persons.xml#caes0166p04">Dothe</persName></name></p>, docs/texts/xml/caes0166.xml
the, the, grc-transl, translation, <p><name>the</name></p>, docs/texts/xml/caes0166.xml
hazan, hazan, grc-transl, translation, <p>hazan</p>, docs/texts/xml/caes0166.xml
θήκη, θήκη, grc, transcription, <p>θήκη</p>, docs/texts/xml/caes0167.xml
Μα, Μα, grc, transcription, <p>Μα</p>, docs/texts/xml/caes0167.xml
καὶ, καὶ, grc, transcription, <p><lb><expan><abbr>κ</abbr><ex>αὶ</ex></expan></lb></p>, docs/texts/xml/caes0167.xml
Ἐλέου, Ἐλέου, grc, transcription, <p>Ἐλέου</p>, docs/texts/xml/caes0167.xml
καὶ, καὶ, grc, transcription, <p>κ<supplied>αὶ</supplied></p>, docs/texts/xml/caes0167.xml
­εμα, ­εμα, grc, transcription, <p><gap reason="illegible" quantity="2" unit="character">­<lb/>εμα</gap></p>, docs/texts/xml/caes0167.xml
εἱερήω, εἱερήω, grc, transcription, <p>εἱερή<unclear>ω</unclear></p>, docs/texts/xml/caes0167.xml
ν, ν, grc, transcription, <p>ν</p>, docs/texts/xml/caes0167.xml
The, The, grc-transl, translation, <p>The</p>, docs/texts/xml/caes0167.xml
tomb, tomb, grc-transl, translation, <p>tomb</p>, docs/texts/xml/caes0167.xml
of, of, grc-transl, translation, <p>of</p>, docs/texts/xml/caes0167.xml
the, the, grc-transl, translation, <p>the</p>, docs/texts/xml/caes0167.xml
priests, priests, grc-transl, translation, <p>priests</p>, docs/texts/xml/caes0167.xml
Ma--, Ma--, grc-transl, translation, <p>Ma--</p>, docs/texts/xml/caes0167.xml
and, and, grc-transl, translation, <p>and</p>, docs/texts/xml/caes0167.xml
Elias, Elias, grc-transl, translation, <p><name><persName lang="hbo " ref="persons.xml#caes0167p01">Elias</persName></name></p>, docs/texts/xml/caes0167.xml
and, and, grc-transl, translation, <p><name>and</name></p>, docs/texts/xml/caes0167.xml
--ema, --ema, grc-transl, translation, <p>--ema</p>, docs/texts/xml/caes0167.xml
θήκη, θήκη, grc, transcription, <p>θήκη</p>, docs/texts/xml/caes0168.xml
Λεο­ντήου, Λεο­ντήου, grc, transcription, <p>Λεο­<lb/>ντή<hi>ου</hi></p>, docs/texts/xml/caes0168.xml
Σησ­ηνίου, Σησ­ηνίου, grc, transcription, <p>Σησ­<lb/>ηνί<hi>ου</hi></p>, docs/texts/xml/caes0168.xml
κατ­ωλά, κατ­ωλά, grc, transcription, <p>κατ­<lb/>ωλά</p>, docs/texts/xml/caes0168.xml
The, The, grc-transl, translation, <p>The</p>, docs/texts/xml/caes0168.xml
tomb, tomb, grc-transl, translation, <p>tomb</p>, docs/texts/xml/caes0168.xml
of, of, grc-transl, translation, <p>of</p>, docs/texts/xml/caes0168.xml
Leontios, Leontios, grc-transl, translation, <p><name><persName ref="persons.xml#caes0168p01">Leontios</persName></name></p>, docs/texts/xml/caes0168.xml
Sisinios, Sisinios, grc-transl, translation, <p><name><persName ref="persons.xml#caes0168p02">Sisinios</persName></name></p>, docs/texts/xml/caes0168.xml
or, or, grc-transl, translation, <p><name>or</name></p>, docs/texts/xml/caes0168.xml
the, the, grc-transl, translation, <p>the</p>, docs/texts/xml/caes0168.xml
son, son, grc-transl, translation, <p>son</p>, docs/texts/xml/caes0168.xml
of, of, grc-transl, translation, <p>of</p>, docs/texts/xml/caes0168.xml
